type,word,pinyin,cixing,sort,levelName
1,爱,ài,动,1,一级
1,八,bā,数,2,一级
1,爸爸,bàba,名,3,一级
1,吧,ba,助,4,一级
1,白天,báitiān,名,5,一级
1,百,bǎi,数,6,一级
1,半,bàn,数、（副）,7,一级（四级）
1,包子,bāozi,名,8,一级
1,杯子,bēizi,名,9,一级
1,本1,běn,量,10,一级
1,边,biān,名、后缀,11,一级
1,病,bìng,名、动,12,一级
1,不,bù,副,13,一级
1,不客气,bú kèqi,,14,一级
1,不要,búyào,副,15,一级
1,菜,cài,名,16,一级
1,茶,chá,名,17,一级
1,唱,chàng,动,18,一级
1,超市,chāoshì,名,19,一级
1,车,chē,名,20,一级
1,吃,chī,动,21,一级
1,出租车,chūzūchē,名,22,一级
1,穿,chuān,动,23,一级
1,打电话,dǎ diànhuà,,24,一级
1,大,dà,形,25,一级
1,大家,dàjiā,代,26,一级
1,大学,dàxué,名,27,一级
1,大学生,dàxuéshēng,名,28,一级
1,到,dào,动,29,一级
1,的,de,助,30,一级
1,第,dì,前缀,31,一级
1,弟弟,dìdi,名,32,一级
1,点1,diǎn,量、（名）,33,一级（三级）
1,店,diàn,名,34,一级
1,电话,diànhuà,名,35,一级
1,电脑,diànnǎo,名,36,一级
1,电视,diànshì,名,37,一级
1,电影,diànyǐng,名,38,一级
1,电影院,diànyǐngyuàn,名,39,一级
1,东西,dōngxi,名,40,一级
1,都,dōu,副,41,一级
1,读,dú,动,42,一级
1,读书,dúshū,动,43,一级
1,对,duì,形、介、（动、量）,44,一级（四级）
1,对不起,duìbuqǐ,动,45,一级
1,多,duō,形、动、代、（数、副）,46,一级（二级）
1,多少,duōshao,代,47,一级
1,儿子,érzi,名,48,一级
1,二,èr,数,49,一级
1,饭,fàn,名,50,一级
1,饭店,fàndiàn,名,51,一级
1,房间,fángjiān,名,52,一级
1,非常,fēicháng,副,53,一级
1,飞机,fēijī,名,54,一级
1,分,fēn,量、（动、名）,55,一级（三级）
1,分钟,fēnzhōng,量,56,一级
1,高兴,gāoxìng,形,57,一级
1,歌,gē,名,58,一级
1,哥哥,gēge,名,59,一级
1,个,gè,量,60,一级
1,给,gěi,动、（介）,61,一级（二级）
1,公司,gōngsī,名,62,一级
1,工作,gōngzuò,动、名,63,一级
1,狗,gǒu,名,64,一级
1,贵,guì,形,65,一级
1,国,guó,名,66,一级
1,还,hái,副,67,一级
1,孩子,háizi,名,68,一级
1,汉语,Hànyǔ,名,69,一级
1,汉字,Hànzì,名,70,一级
1,好,hǎo,形、（副）、（动）,71,一级（二级）（四级）
1,好吃,hǎochī,形,72,一级
1,好看,hǎokàn,形,73,一级
1,好听,hǎotīng,形,74,一级
1,好玩儿,hǎowánr,形,75,一级
1,号,hào,名、量,76,一级
1,喝,hē,动,77,一级
1,和1,hé,介、连,78,一级
1,很,hěn,副,79,一级
1,后,hòu,名,80,一级
1,回,huí,动、（量）,81,一级（三级）
1,会1,huì,动,82,一级
1,火车,huǒchē,名,83,一级
1,鸡蛋,jīdàn,名,84,一级
1,几,jǐ,代、数,85,一级
1,家,jiā,名、量、（后缀）,86,一级（三级）
1,家人,jiārén,名,87,一级
1,见,jiàn,动,88,一级
1,件,jiàn,量,89,一级
1,饺子,jiǎozi,名,90,一级
1,叫,jiào,动、（介）,91,一级（四级）
1,姐姐,jiějie,名,92,一级
1,今年,jīnnián,名,93,一级
1,今天,jīntiān,名,94,一级
1,九,jiǔ,数,95,一级
1,觉得,juéde,动,96,一级
1,开,kāi,动,97,一级
1,开车,kāichē,动,98,一级
1,看,kàn,动,99,一级
1,看病,kànbìng,动,100,一级
1,看见,kànjiàn,动,101,一级
1,可以,kěyǐ,动、形,102,一级
1,课,kè,名,103,一级
1,口,kǒu,名、量,104,一级
1,块,kuài,量,105,一级
1,来,lái,动,106,一级
1,老师,lǎoshī,名,107,一级
1,了,le,助,108,一级
1,冷,lěng,形,109,一级
1,里,lǐ,名,110,一级
1,两1,liǎng,数,111,一级
1,零,líng,数,112,一级
1,六,liù,数,113,一级
1,妈妈,māma,名,114,一级
1,吗,ma,助,115,一级
1,买,mǎi,动,116,一级
1,卖,mài,动,117,一级
1,忙,máng,形、动,118,一级
1,猫,māo,名,119,一级
1,没关系,méi guānxi,,120,一级
1,没事,méishì,动,121,一级
1,没有,méiyǒu,动、副,122,一级
1,妹妹,mèimei,名,123,一级
1,们,men,后缀,124,一级
1,米饭,mǐfàn,名,125,一级
1,面包,miànbāo,名,126,一级
1,面条儿,miàntiáor,名,127,一级
1,明年,míngnián,名,128,一级
1,明天,míngtiān,名,129,一级
1,名字,míngzi,名,130,一级
1,哪,nǎ,代,131,一级
1,哪个,nǎge,代,132,一级
1,哪里,nǎlǐ,代,133,一级
1,哪儿,nǎr,代,134,一级
1,哪些,nǎxiē,代,135,一级
1,那,nà,代、（连）,136,一级（二级）
1,那边,nàbiān,代,137,一级
1,那个,nàge,代,138,一级
1,那里,nàlǐ,代,139,一级
1,那儿,nàr,代,140,一级
1,那些,nàxiē,代,141,一级
1,男,nán,形,142,一级
1,男朋友,nánpéngyou,名,143,一级
1,呢,ne,助,144,一级
1,能,néng,动,145,一级
1,你,nǐ,代,146,一级
1,你好,nǐ hǎo,,147,一级
1,你们,nǐmen,代,148,一级
1,年,nián,名、量,149,一级
1,您,nín,代,150,一级
1,牛奶,niúnǎi,名,151,一级
1,女,nǚ,形,152,一级
1,女儿,nǚ’ér,名,153,一级
1,女朋友,nǚpéngyou,名,154,一级
1,女士,nǚshì,名,155,一级
1,朋友,péngyou,名,156,一级
1,便宜,piányi,形,157,一级
1,漂亮,piàoliang,形,158,一级
1,苹果,píngguǒ,名,159,一级
1,七,qī,数,160,一级
1,起床,qǐchuáng,动,161,一级
1,千,qiān,数,162,一级
1,前,qián,名,163,一级
1,钱,qián,名,164,一级
1,请,qǐng,动,165,一级
1,请问,qǐngwèn,动,166,一级
1,去,qù,动,167,一级
1,去年,qùnián,名,168,一级
1,热,rè,形,169,一级
1,人,rén,名,170,一级
1,认识,rènshi,动,171,一级
1,日,rì,量、（名）,172,一级（四级）
1,三,sān,数,173,一级
1,商店,shāngdiàn,名,174,一级
1,上,shàng,名、动,175,一级
1,上班,shàngbān,动,176,一级
1,上课,shàngkè,动,177,一级
1,上午,shàngwǔ,名,178,一级
1,上学,shàngxué,动,179,一级
1,少,shǎo,形、动,180,一级
1,谁,shéi/shuí,代,181,一级
1,什么,shénme,代,182,一级
1,生病,shēngbìng,动,183,一级
1,十,shí,数,184,一级
1,时候,shíhou,名,185,一级
1,时间,shíjiān,名,186,一级
1,事,shì,名,187,一级
1,是,shì,动,188,一级
1,手机,shǒujī,名,189,一级
1,书,shū,名,190,一级
1,书店,shūdiàn,名,191,一级
1,水,shuǐ,名,192,一级
1,水果,shuǐguǒ,名,193,一级
1,睡,shuì,动,194,一级
1,睡觉,shuìjiào,动,195,一级
1,说,shuō,动,196,一级
1,说话,shuōhuà,动,197,一级
1,四,sì,数,198,一级
1,岁,suì,量,199,一级
1,他,tā,代,200,一级
1,它,tā,代,201,一级
1,她,tā,代,202,一级
1,他们,tāmen,代,203,一级
1,它们,tāmen,代,204,一级
1,她们,tāmen,代,205,一级
1,太,tài,副,206,一级
1,天,tiān,名、量,207,一级
1,天气,tiānqì,名,208,一级
1,听,tīng,动,209,一级
1,听见,tīngjiàn,动,210,一级
1,同学,tóngxué,名,211,一级
1,外,wài,名,212,一级
1,外边,wàibian,名,213,一级
1,玩,wán,动,214,一级
1,晚,wǎn,形,215,一级
1,晚饭,wǎnfàn,名,216,一级
1,晚上,wǎnshang,名,217,一级
1,喂1,wèi,叹,218,一级
1,问,wèn,动,219,一级
1,问题,wèntí,名,220,一级
1,我,wǒ,代,221,一级
1,我们,wǒmen,代,222,一级
1,五,wǔ,数,223,一级
1,午饭,wǔfàn,名,224,一级
1,喜欢,xǐhuan,动,225,一级
1,下,xià,名、动、量,226,一级
1,下雨,xià yǔ,,227,一级
1,下班,xiàbān,动,228,一级
1,下课,xiàkè,动,229,一级
1,下午,xiàwǔ,名,230,一级
1,先生,xiānsheng,名,231,一级
1,现在,xiànzài,名,232,一级
1,想,xiǎng,动,233,一级
1,小,xiǎo,形、前缀,234,一级
1,小朋友,xiǎopéngyǒu,名,235,一级
1,小时,xiǎoshí,名,236,一级
1,小学,xiǎoxué,名,237,一级
1,小学生,xiǎoxuéshēng,名,238,一级
1,些,xiē,量,239,一级
1,写,xiě,动,240,一级
1,谢谢,xièxie,动,241,一级
1,新,xīn,形,242,一级
1,星期,xīngqī,名,243,一级
1,星期日,xīngqīrì,名,244,一级
1,星期天,xīngqītiān,名,245,一级
1,休息,xiūxi,动,246,一级
1,学,xué,动,247,一级
1,学生,xuéshēng,名,248,一级
1,学习,xuéxí,动,249,一级
1,学校,xuéxiào,名,250,一级
1,雪,xuě,名,251,一级
1,要,yào,动,252,一级
1,也,yě,副,253,一级
1,一,yī,数,254,一级
1,衣服,yīfu,名,255,一级
1,医生,yīshēng,名,256,一级
1,医院,yīyuàn,名,257,一级
1,一半,yíbàn,数,258,一级
1,一下,yíxià,数量、（副）,259,一级（四级）
1,椅子,yǐzi,名,260,一级
1,一点儿,yìdiǎnr,数量,261,一级
1,一些,yìxiē,数量,262,一级
1,有,yǒu,动,263,一级
1,有的,yǒude,代,264,一级
1,有点儿,yǒudiǎnr,副,265,一级
1,有些,yǒuxiē,代、（副）,266,一级（三级）
1,雨,yǔ,名,267,一级
1,元,yuán,量,268,一级
1,月,yuè,名,269,一级
1,再,zài,副,270,一级
1,在,zài,动、介、副,271,一级
1,再见,zàijiàn,动,272,一级
1,早,zǎo,形,273,一级
1,早饭,zǎofàn,名,274,一级
1,早上,zǎoshang,名,275,一级
1,怎么,zěnme,代,276,一级
1,怎么样,zěnmeyàng,代,277,一级
1,找,zhǎo,动,278,一级
1,这,zhè,代,279,一级
1,这边,zhèbiān,代,280,一级
1,这个,zhège,代,281,一级
1,这里,zhèlǐ,代,282,一级
1,这儿,zhèr,代,283,一级
1,这些,zhèxiē,代,284,一级
1,真,zhēn,副、（形）,285,一级（四级）
1,正在,zhèngzài,副,286,一级
1,只,zhī,量,287,一级
1,知道,zhīdào,动,288,一级
1,中国,Zhōngguó,名,289,一级
1,中文,Zhōngwén,名,290,一级
1,中午,zhōngwǔ,名,291,一级
1,中学,zhōngxué,名,292,一级
1,中学生,zhōngxuéshēng,名,293,一级
1,住,zhù,动,294,一级
1,桌子,zhuōzi,名,295,一级
1,字,zì,名,296,一级
1,昨天,zuótiān,名,297,一级
1,坐,zuò,动,298,一级
1,做,zuò,动,299,一级
1,做饭,zuò fàn,,300,一级
1,啊,a,助,301,二级
1,爱好,àihào,动、名,302,二级
1,白色,báisè,名,303,二级
1,班,bān,名、（量）,304,二级（五级）
1,帮,bāng,动,305,二级
1,帮忙,bāngmáng,动,306,二级
1,包,bāo,动、名、量,307,二级
1,本子,běnzi,名,308,二级
1,比,bǐ,动、介,309,二级
1,笔,bǐ,名、（量）,310,二级（五级）
1,别1,bié,副,311,二级
1,不错,búcuò,形,312,二级
1,不好意思,bù hǎoyìsi,,313,二级
1,长,cháng,形,314,二级
1,车站,chēzhàn,名,315,二级
1,出,chū,动,316,二级
1,出国,chūguó,动,317,二级
1,出来,chūlái,动,318,二级
1,出门,chūmén,动,319,二级
1,出去,chūqù,动,320,二级
1,床,chuáng,名,321,二级
1,词,cí,名,322,二级
1,次,cì,量、（形）,323,二级（七-九级）
1,从,cóng,介、（副）,324,二级（四级）
1,从小,cóngxiǎo,副,325,二级
1,错,cuò,形,326,二级
1,打1,dǎ,动,327,二级
1,打车,dǎchē,动,328,二级
1,打开,dǎkāi,动,329,二级
1,但,dàn,连、（副）,330,二级（七-九级）
1,但是,dànshì,连,331,二级
1,得,de,助,332,二级
1,地,de,助,333,二级
1,等1,děng,动、（介）,334,二级（四级）
1,地铁,dìtiě,名,335,二级
1,点2,diǎn,动、（名、量）,336,二级（四级）
1,懂,dǒng,动,337,二级
1,动,dòng,动,338,二级
1,饭馆,fànguǎn,名,339,二级
1,飞,fēi,动,340,二级
1,高,gāo,形、名,341,二级
1,高中,gāozhōng,名,342,二级
1,告诉,gàosu,动,343,二级
1,个子,gèzi,名,344,二级
1,跟,gēn,介、连、（名、动）,345,二级（五级）
1,公交车,gōngjiāochē,名,346,二级
1,过,guò,动,347,二级
1,过来,guòlái,动,348,二级
1,过年,guònián,动,349,二级
1,过去1,guòqù,动,350,二级
1,过,guo,助,351,二级
1,还是,háishi,副、连,352,二级
1,黑色,hēisè,名,353,二级
1,红茶,hóngchá,名,354,二级
1,红色,hóngsè,名,355,二级
1,后面,hòumiàn,名,356,二级
1,花1,huā,动,357,二级
1,花2,huā,名、（形）,358,二级（六级）
1,画,huà,动、名,359,二级
1,坏,huài,形,360,二级
1,回来,huílái,动,361,二级
1,回去,huíqù,动,362,二级
1,机场,jīchǎng,名,363,二级
1,机票,jīpiào,名,364,二级
1,记得,jìde,动,365,二级
1,间,jiān,量、（名）,366,二级（四级）
1,教,jiāo,动,367,二级
1,教室,jiàoshì,名,368,二级
1,介绍,jièshào,动,369,二级
1,进,jìn,动,370,二级
1,近,jìn,形,371,二级
1,进来,jìnlái,动,372,二级
1,进去,jìnqù,动,373,二级
1,经常,jīngcháng,副,374,二级
1,酒店,jiǔdiàn,名,375,二级
1,就,jiù,副、（介）,376,二级（七-九级）
1,咖啡,kāfēi,名,377,二级
1,开始,kāishǐ,动、名,378,二级
1,开学,kāixué,动,379,二级
1,考,kǎo,动,380,二级
1,考试,kǎoshì,动、名,381,二级
1,可能,kěnéng,形、名、动,382,二级
1,裤子,kùzi,名,383,二级
1,快,kuài,形、副,384,二级
1,快乐,kuàilè,形,385,二级
1,快要,kuàiyào,副,386,二级
1,篮球,lánqiú,名,387,二级
1,累,lèi,形、动,388,二级
1,离,lí,动,389,二级
1,里面,lǐmiàn,名,390,二级
1,楼,lóu,名,391,二级
1,路,lù,名,392,二级
1,路上,lùshang,名,393,二级
1,旅游,lǚyóu,动,394,二级
1,绿茶,lǜchá,名,395,二级
1,绿色,lǜsè,名、（形）,396,二级（四级）
1,慢,màn,形,397,二级
1,没意思,méi yìsi,,398,二级
1,每,měi,代、（副）,399,二级（四级）
1,门,mén,名,400,二级
1,门口,ménkǒu,名,401,二级
1,门票,ménpiào,名,402,二级
1,面1,miàn,后缀、（动、名、量）,403,二级（五级）
1,名,míng,名、量,404,二级
1,拿,ná,动,405,二级
1,那么,nàme,代、连,406,二级
1,那样,nàyàng,代,407,二级
1,奶茶,nǎichá,名,408,二级
1,奶奶,nǎinai,名,409,二级
1,男孩儿,nánháir,名,410,二级
1,鸟,niǎo,名,411,二级
1,女孩儿,nǚháir,名,412,二级
1,旁边,pángbiān,名,413,二级
1,跑,pǎo,动,414,二级
1,跑步,pǎobù,动,415,二级
1,票,piào,名,416,二级
1,妻子,qīzi,名,417,二级
1,起来,qǐlái,动,418,二级
1,前面,qiánmiàn,名,419,二级
1,晴,qíng,形,420,二级
1,球,qiú,名,421,二级
1,让,ràng,动、（介）,422,二级（四级）
1,肉,ròu,名,423,二级
1,商场,shāngchǎng,名,424,二级
1,上来,shànglái,动,425,二级
1,上面,shàngmiàn,名,426,二级
1,上去,shàngqù,动,427,二级
1,上网,shàngwǎng,动,428,二级
1,身体,shēntǐ,名,429,二级
1,生日,shēngrì,名,430,二级
1,时,shí,名、（量）,431,二级（六级）
1,事情,shìqing,名,432,二级
1,手,shǒu,名,433,二级
1,手表,shǒubiǎo,名,434,二级
1,书包,shūbāo,名,435,二级
1,舒服,shūfu,形,436,二级
1,送,sòng,动,437,二级
1,虽然,suīrán,连,438,二级
1,所以,suǒyǐ,连,439,二级
1,疼,téng,形、（动）,440,二级（六级）
1,踢,tī,动,441,二级
1,题,tí,名,442,二级
1,条,tiáo,量、（名）,443,二级（五级）
1,跳舞,tiàowǔ,动,444,二级
1,头,tóu,名、（量）、（形）,445,二级（三级）（五级）
1,外国,wàiguó,名,446,二级
1,外面,wàimiàn,名,447,二级
1,完,wán,动,448,二级
1,万,wàn,数,449,二级
1,往,wǎng,动、介,450,二级
1,网上,wǎngshang,名,451,二级
1,忘,wàng,动,452,二级
1,位,wèi,量,453,二级
1,为什么,wèi shénme,,454,二级
1,希望,xīwàng,动,455,二级
1,洗,xǐ,动,456,二级
1,洗手间,xǐshǒujiān,名,457,二级
1,下来,xiàlái,动,458,二级
1,下面,xiàmiàn,名,459,二级
1,下去,xiàqù,动,460,二级
1,小孩儿,xiǎoháir,名,461,二级
1,小时候,xiǎoshíhou,名,462,二级
1,笑,xiào,动,463,二级
1,姓,xìng,名、动,464,二级
1,姓名,xìngmíng,名,465,二级
1,颜色,yánsè,名,466,二级
1,眼睛,yǎnjing,名,467,二级
1,药,yào,名,468,二级
1,药店,yàodiàn,名,469,二级
1,爷爷,yéye,名,470,二级
1,一会儿,yíhuìr,数量、（副）,471,二级（三级）
1,已经,yǐjīng,副,472,二级
1,一起,yìqǐ,副,473,二级
1,意思,yìsi,名,474,二级
1,阴,yīn,形,475,二级
1,因为,yīnwèi,介、连,476,二级
1,游,yóu,动,477,二级
1,游泳,yóuyǒng,动,478,二级
1,有意思,yǒu yìsi,,479,二级
1,有时,yǒushí,副,480,二级
1,右,yòu,名,481,二级
1,右边,yòubian,名,482,二级
1,鱼,yú,名,483,二级
1,远,yuǎn,形,484,二级
1,运动,yùndòng,动、名,485,二级
1,站1,zhàn,名,486,二级
1,丈夫,zhàngfu,名,487,二级
1,这么,zhème,代,488,二级
1,这样,zhèyàng,代,489,二级
1,着,zhe,助,490,二级
1,正,zhèng,副、（形）,491,二级（五级）
1,周,zhōu,名、（量）,492,二级（六级）
1,准备,zhǔnbèi,动,493,二级
1,自己,zìjǐ,代,494,二级
1,走,zǒu,动,495,二级
1,走路,zǒulù,动,496,二级
1,足球,zúqiú,名,497,二级
1,最,zuì,副,498,二级
1,左,zuǒ,名,499,二级
1,左边,zuǒbian,名,500,二级
1,阿姨,āyí,名,501,三级
1,矮,ǎi,形,502,三级
1,爱人,àiren,名,503,三级
1,安静,ānjìng,形,504,三级
1,安全,ānquán,形,505,三级
1,把,bǎ,量、介,506,三级
1,搬,bān,动,507,三级
1,班级,bānjí,名,508,三级
1,搬家,bānjiā,动,509,三级
1,办,bàn,动,510,三级
1,办法,bànfǎ,名,511,三级
1,办公室,bàngōngshì,名,512,三级
1,半天,bàntiān,数量,513,三级
1,帮助,bāngzhù,动,514,三级
1,饱,bǎo,形,515,三级
1,报纸,bàozhǐ,名,516,三级
1,北,běi,名,517,三级
1,北方,běifāng,名,518,三级
1,被,bèi,介,519,三级
1,笔记,bǐjì,名,520,三级
1,比较,bǐjiào,动、介、副,521,三级
1,笔记本,bǐjìběn,名,522,三级
1,比如,bǐrú,动,523,三级
1,比赛,bǐsài,动、名,524,三级
1,必须,bìxū,副,525,三级
1,变,biàn,动,526,三级
1,遍,biàn,量,527,三级
1,变成,biànchéng,动,528,三级
1,变化,biànhuà,动、名,529,三级
1,表演,biǎoyǎn,动,530,三级
1,别的,biéde,代,531,三级
1,别人,biérén,代,532,三级
1,宾馆,bīnguǎn,名,533,三级
1,冰,bīng,名、（动）,534,三级（五级）
1,冰激凌,bīngjīlíng,名,535,三级
1,冰箱,bīngxiāng,名,536,三级
1,病人,bìngrén,名,537,三级
1,不但,búdàn,连,538,三级
1,不见,bújiàn,动,539,三级
1,不用,búyòng,副,540,三级
1,不同,bù tóng,,541,三级
1,不久,bùjiǔ,形,542,三级
1,不行,bùxíng,动、形,543,三级
1,才1,cái,副,544,三级
1,菜单,càidān,名,545,三级
1,参加,cānjiā,动,546,三级
1,草,cǎo,名,547,三级
1,草地,cǎodì,名,548,三级
1,层,céng,量,549,三级
1,查,chá,动,550,三级
1,差,chà,形、动,551,三级
1,差不多,chàbuduō,形、副,552,三级
1,尝,cháng,动,553,三级
1,常,cháng,副,554,三级
1,常见,cháng jiàn,,555,三级
1,常用,cháng yòng,,556,三级
1,常常,chángcháng,副,557,三级
1,衬衫,chènshān,名,558,三级
1,成绩,chéngjì,名,559,三级
1,城市,chéngshì,名,560,三级
1,迟到,chídào,动,561,三级
1,出发,chūfā,动,562,三级
1,出生,chūshēng,动,563,三级
1,出院,chūyuàn,动,564,三级
1,初中,chūzhōng,名,565,三级
1,除了,chúle,介,566,三级
1,船,chuán,名,567,三级
1,春天,chūntiān,名,568,三级
1,词典,cídiǎn,名,569,三级
1,聪明,cōngmíng,形,570,三级
1,打扫,dǎsǎo,动,571,三级
1,打算,dǎsuàn,动、名,572,三级
1,大概,dàgài,形、副、（名）,573,三级（六级）
1,大人,dàren,名,574,三级
1,大小,dàxiǎo,名,575,三级
1,大熊猫,dàxióngmāo,名,576,三级
1,大衣,dàyī,名,577,三级
1,带,dài,动、（名）,578,三级（五级）
1,担心,dānxīn,动,579,三级
1,蛋糕,dàngāo,名,580,三级
1,当然,dāngrán,副,581,三级
1,到处,dàochù,副,582,三级
1,得,dé,动,583,三级
1,得到,dédào,动,584,三级
1,得分,défēn,动、名,585,三级
1,的话,dehuà,助,586,三级
1,得,děi,动,587,三级
1,灯,dēng,名,588,三级
1,地,dì,名,589,三级
1,地点,dìdiǎn,名,590,三级
1,地方,dìfang,名,591,三级
1,地图,dìtú,名,592,三级
1,电,diàn,名、（动）,593,三级（五级）
1,电梯,diàntī,名,594,三级
1,电子书,diànzǐshū,名,595,三级
1,丢,diū,动,596,三级
1,东,dōng,名,597,三级
1,东北,dōngběi,名,598,三级
1,东方,dōngfāng,名,599,三级
1,东南,dōngnán,名,600,三级
1,冬天,dōngtiān,名,601,三级
1,懂得,dǒngde,动,602,三级
1,动物,dòngwù,名,603,三级
1,动物园,dòngwùyuán,名,604,三级
1,短,duǎn,形,605,三级
1,短裤,duǎnkù,名,606,三级
1,段,duàn,量,607,三级
1,锻炼,duànliàn,动,608,三级
1,对话,duìhuà,动,609,三级
1,饿,è,形,610,三级
1,而且,érqiě,连,611,三级
1,耳朵,ěrduo,名,612,三级
1,耳机,ěrjī,名,613,三级
1,发,fā,动,614,三级
1,发烧,fāshāo,动,615,三级
1,发生,fāshēng,动,616,三级
1,发现,fāxiàn,动,617,三级
1,发展,fāzhǎn,动,618,三级
1,方便,fāngbiàn,形,619,三级
1,方便面,fāngbiànmiàn,名,620,三级
1,方法,fāngfǎ,名,621,三级
1,方向,fāngxiàng,名,622,三级
1,房子,fángzi,名,623,三级
1,放,fàng,动,624,三级
1,放假,fàngjià,动,625,三级
1,放心,fàngxīn,动,626,三级
1,放学,fàngxué,动,627,三级
1,分开,fēnkāi,动,628,三级
1,风,fēng,名,629,三级
1,封,fēng,量、（动）,630,三级（六级）
1,夫妻,fūqī,名,631,三级
1,服务,fúwù,动,632,三级
1,附近,fùjìn,名,633,三级
1,复习,fùxí,动,634,三级
1,该1,gāi,动,635,三级
1,干净,gānjìng,形,636,三级
1,感兴趣,gǎn xìngqù,,637,三级
1,感到,gǎndào,动,638,三级
1,感冒,gǎnmào,名、动,639,三级
1,干,gàn,动,640,三级
1,刚,gāng,副,641,三级
1,刚才,gāngcái,名,642,三级
1,刚刚,gānggāng,副,643,三级
1,高铁,gāotiě,名,644,三级
1,根据,gēnjù,动、介、（名）,645,三级（五级）
1,更,gèng,副,646,三级
1,公斤,gōngjīn,量,647,三级
1,公园,gōngyuán,名,648,三级
1,工作日,gōngzuòrì,名,649,三级
1,故事,gùshi,名,650,三级
1,刮,guā,动,651,三级
1,关,guān,动、（名）,652,三级（五级）
1,关机,guānjī,动,653,三级
1,关系,guānxì,名、（动）,654,三级（四级）
1,关心,guānxīn,动,655,三级
1,关于,guānyú,介,656,三级
1,关注,guānzhù,动,657,三级
1,国家,guójiā,名,658,三级
1,过节,guòjié,动,659,三级
1,过去2,guòqù,名,660,三级
1,海,hǎi,名,661,三级
1,害怕,hàipà,动,662,三级
1,好多,hǎoduō,数,663,三级
1,好久,hǎojiǔ,形,664,三级
1,好像,hǎoxiàng,动、副,665,三级
1,号码,hàomǎ,名,666,三级
1,河,hé,名,667,三级
1,合适,héshì,形,668,三级
1,黑板,hēibǎn,名,669,三级
1,红绿灯,hóng-lǜdēng,名,670,三级
1,后来,hòulái,名,671,三级
1,后年,hòunián,名,672,三级
1,后天,hòutiān,名,673,三级
1,护照,hùzhào,名,674,三级
1,花园,huāyuán,名,675,三级
1,画家,huàjiā,名,676,三级
1,欢迎,huānyíng,动,677,三级
1,还,huán,动,678,三级
1,环境,huánjìng,名,679,三级
1,换,huàn,动,680,三级
1,黄色,huángsè,名,681,三级
1,回答,huídá,动,682,三级
1,会2,huì,名,683,三级
1,会议,huìyì,名,684,三级
1,或,huò,连、（副）,685,三级（六级）
1,或者,huòzhě,连,686,三级
1,鸡,jī,名,687,三级
1,几乎,jīhū,副,688,三级
1,机会,jīhuì,名,689,三级
1,极,jí,副,690,三级
1,急,jí,形、动,691,三级
1,记,jì,动,692,三级
1,季,jì,名,693,三级
1,季节,jìjié,名,694,三级
1,加,jiā,动,695,三级
1,假期,jiàqī,名,696,三级
1,坚持,jiānchí,动,697,三级
1,检查,jiǎnchá,动,698,三级
1,简单,jiǎndān,形,699,三级
1,检票,jiǎnpiào,动,700,三级
1,健康,jiànkāng,形,701,三级
1,见面,jiànmiàn,动,702,三级
1,讲,jiǎng,动,703,三级
1,角,jiǎo,量,704,三级
1,脚,jiǎo,名,705,三级
1,接,jiē,动,706,三级
1,街,jiē,名,707,三级
1,节,jié,量、名、（动）,708,三级（四级）
1,结婚,jiéhūn,动,709,三级
1,节目,jiémù,名,710,三级
1,节日,jiérì,名,711,三级
1,结束,jiéshù,动,712,三级
1,解决,jiějué,动,713,三级
1,姐妹,jiěmèi,名,714,三级
1,借,jiè,动,715,三级
1,斤,jīn,量,716,三级
1,经过,jīngguò,动、名,717,三级
1,经理,jīnglǐ,名,718,三级
1,久,jiǔ,形,719,三级
1,酒,jiǔ,名,720,三级
1,旧,jiù,形,721,三级
1,句,jù,量,722,三级
1,句子,jùzi,名,723,三级
1,决定,juédìng,动、名,724,三级
1,卡,kǎ,名,725,三级
1,开花,kāihuā,动,726,三级
1,开会,kāihuì,动,727,三级
1,开机,kāijī,动,728,三级
1,开心,kāixīn,形,729,三级
1,看来,kànlái,动,730,三级
1,可,kě,连、（副）,731,三级（五级）
1,渴,kě,形,732,三级
1,可爱,kě’ài,形,733,三级
1,可是,kěshì,连,734,三级
1,刻,kè,量、（动）,735,三级（五级）
1,课本,kèběn,名,736,三级
1,客人,kèrén,名,737,三级
1,课文,kèwén,名,738,三级
1,空调,kōngtiáo,名,739,三级
1,哭,kū,动,740,三级
1,筷子,kuàizi,名,741,三级
1,矿泉水,kuàngquánshuǐ,名,742,三级
1,来自,láizì,动,743,三级
1,蓝,lán,形,744,三级
1,老,lǎo,形、前缀、（副）,745,三级（四级）
1,老人,lǎorén,名,746,三级
1,离开,líkāi,动,747,三级
1,礼物,lǐwù,名,748,三级
1,历史,lìshǐ,名,749,三级
1,脸,liǎn,名,750,三级
1,练,liàn,动,751,三级
1,练习,liànxí,动、名,752,三级
1,凉快,liángkuai,形,753,三级
1,辆,liàng,量,754,三级
1,聊,liáo,动,755,三级
1,聊天儿,liáotiānr,动,756,三级
1,了解,liǎojiě,动,757,三级
1,邻居,línjū,名,758,三级
1,留学,liúxué,动,759,三级
1,留学生,liúxuéshēng,名,760,三级
1,楼梯,lóutī,名,761,三级
1,路边,lùbiān,名,762,三级
1,路口,lùkǒu,名,763,三级
1,马,mǎ,名,764,三级
1,马路,mǎlù,名,765,三级
1,马上,mǎshàng,副,766,三级
1,满意,mǎnyì,动,767,三级
1,毛,máo,量、（名）,768,三级（五级）
1,米,mǐ,量,769,三级
1,面前,miànqián,名,770,三级
