type,word,pinyin,cixing,sort,levelName
1,价格,jiàgé,名,1346,四级
1,价钱,jiàqián,名,1347,四级
1,假日,jiàrì,名,1348,四级
1,减,jiǎn,动,1349,四级
1,减轻,jiǎnqīng,动,1350,四级
1,减少,jiǎnshǎo,动,1351,四级
1,健身,jiànshēn,动,1352,四级
1,健身房,jiànshēnfáng,名,1353,四级
1,建议,jiànyì,动、名,1354,四级
1,江,jiāng,名,1355,四级
1,将,jiāng,介、副,1356,四级
1,将来,jiānglái,名,1357,四级
1,将要,jiāngyào,副,1358,四级
1,奖,jiǎng,名、（动）,1359,四级（五级）
1,奖金,jiǎngjīn,名,1360,四级
1,奖学金,jiǎngxuéjīn,名,1361,四级
1,降,jiàng,动,1362,四级
1,降低,jiàngdī,动,1363,四级
1,降价,jiàngjià,动,1364,四级
1,降落,jiàngluò,动,1365,四级
1,降温,jiàngwēn,动,1366,四级
1,交,jiāo,动、（名）,1367,四级（七-九级）
1,骄傲,jiāo’ào,形、名,1368,四级
1,交警,jiāojǐng,名,1369,四级
1,交流,jiāoliú,动,1370,四级
1,郊区,jiāoqū,名,1371,四级
1,交通,jiāotōng,名,1372,四级
1,教练,jiàoliàn,名,1373,四级
1,教师,jiàoshī,名,1374,四级
1,教授,jiàoshòu,名,1375,四级
1,教学,jiàoxué,名,1376,四级
1,教育,jiàoyù,名、动,1377,四级
1,叫作,jiàozuò,动,1378,四级
1,街道,jiēdào,名,1379,四级
1,接受,jiēshòu,动,1380,四级
1,接着,jiēzhe,动、副,1381,四级
1,结果,jiéguǒ,名、连,1382,四级
1,节假日,jiéjiàrì,名,1383,四级
1,节约,jiéyuē,动,1384,四级
1,结账,jiézhàng,动,1385,四级
1,解释,jiěshì,动,1386,四级
1,今后,jīnhòu,名,1387,四级
1,仅,jǐn,副,1388,四级
1,尽管,jǐnguǎn,副、连,1389,四级
1,仅仅,jǐnjǐn,副,1390,四级
1,紧张,jǐnzhāng,形,1391,四级
1,进入,jìnrù,动,1392,四级
1,进行,jìnxíng,动,1393,四级
1,禁止,jìnzhǐ,动,1394,四级
1,精彩,jīngcǎi,形,1395,四级
1,经济,jīngjì,名、（形）,1396,四级（五级）
1,京剧,jīngjù,名,1397,四级
1,经历,jīnglì,动、名,1398,四级
1,经验,jīngyàn,名,1399,四级
1,警察,jǐngchá,名,1400,四级
1,景点,jǐngdiǎn,名,1401,四级
1,景区,jǐngqū,名,1402,四级
1,景色,jǐngsè,名,1403,四级
1,竟然,jìngrán,副,1404,四级
1,竞争,jìngzhēng,动,1405,四级
1,镜子,jìngzi,名,1406,四级
1,究竟,jiūjìng,副、（名）,1407,四级（五级）
1,就是,jiùshì,助、副、连,1408,四级
1,举,jǔ,动,1409,四级
1,举办,jǔbàn,动,1410,四级
1,举例,jǔlì,动,1411,四级
1,举行,jǔxíng,动,1412,四级
1,聚,jù,动,1413,四级
1,聚餐,jùcān,动,1414,四级
1,聚会,jùhuì,动、名,1415,四级
1,拒绝,jùjué,动,1416,四级
1,距离,jùlí,动、名,1417,四级
1,剧院,jùyuàn,名,1418,四级
1,开玩笑,kāi wánxiào,,1419,四级
1,看法,kànfǎ,名,1420,四级
1,烤,kǎo,动,1421,四级
1,考虑,kǎolǜ,动,1422,四级
1,考生,kǎoshēng,名,1423,四级
1,棵,kē,量,1424,四级
1,科技,kējì,名,1425,四级
1,科学,kēxué,名、形,1426,四级
1,咳,ké,动,1427,四级
1,咳嗽,késou,动,1428,四级
1,可惜,kěxī,形,1429,四级
1,克,kè,量,1430,四级
1,课程,kèchéng,名,1431,四级
1,客气,kèqi,形、动,1432,四级
1,课堂,kètáng,名,1433,四级
1,客厅,kètīng,名,1434,四级
1,肯定,kěndìng,动、形、副,1435,四级
1,空,kōng,形、（副）,1436,四级（五级）
1,空气,kōngqì,名,1437,四级
1,恐怕,kǒngpà,动、副,1438,四级
1,空,kòng,动、形、名,1439,四级
1,口语,kǒuyǔ,名,1440,四级
1,苦,kǔ,形,1441,四级
1,快餐,kuàicān,名,1442,四级
1,快递,kuàidì,名,1443,四级
1,快速,kuàisù,形,1444,四级
1,困,kùn,形、（动）,1445,四级（五级）
1,困难,kùnnan,形、名,1446,四级
1,拉,lā,动,1447,四级
1,垃圾,lājī,名,1448,四级
1,辣,là,形,1449,四级
1,来不及,láibují,动,1450,四级
1,来得及,láidejí,动,1451,四级
1,懒,lǎn,形,1452,四级
1,浪费,làngfèi,动,1453,四级
1,浪漫,làngmàn,形,1454,四级
1,老虎,lǎohǔ,名,1455,四级
1,老家,lǎojiā,名,1456,四级
1,老年,lǎonián,名,1457,四级
1,老是,lǎoshì,副,1458,四级
1,冷静,lěngjìng,形,1459,四级
1,理发,lǐfà,动,1460,四级
1,理解,lǐjiě,动,1461,四级
1,礼貌,lǐmào,名、形,1462,四级
1,理想,lǐxiǎng,名、形,1463,四级
1,厉害,lìhai,形,1464,四级
1,力气,lìqi,名,1465,四级
1,例如,lìrú,动,1466,四级
1,例子,lìzi,名,1467,四级
1,俩,liǎ,数量,1468,四级
1,连,lián,介、（动、副）,1469,四级（五级）
1,联系,liánxì,动,1470,四级
1,凉,liáng,形,1471,四级
1,量,liáng,动,1472,四级
1,两2,liǎng,量,1473,四级
1,亮,liàng,形、动,1474,四级
1,列,liè,动、量,1475,四级
1,零下,líng xià,,1476,四级
1,零花钱,línghuāqián,名,1477,四级
1,零钱,língqián,名,1478,四级
1,零食,língshí,名,1479,四级
1,另,lìng,代、（副）,1480,四级（六级）
1,另外,lìngwài,代、副、连,1481,四级
1,留,liú,动,1482,四级
1,流,liú,动,1483,四级
1,流利,liúlì,形,1484,四级
1,留下,liúxia,动,1485,四级
1,流行,liúxíng,动,1486,四级
1,路过,lùguò,动,1487,四级
1,旅馆,lǚguǎn,名,1488,四级
1,旅客,lǚkè,名,1489,四级
1,旅行,lǚxíng,动,1490,四级
1,律师,lǜshī,名,1491,四级
1,乱,luàn,形、副,1492,四级
1,落,luò,动,1493,四级
1,麻烦,máfan,形、动、名,1494,四级
1,馒头,mántou,名,1495,四级
1,满,mǎn,形、动,1496,四级
1,毛巾,máojīn,名,1497,四级
1,毛衣,máoyī,名,1498,四级
1,帽子,màozi,名,1499,四级
1,美,měi,形,1500,四级
1,美好,měihǎo,形,1501,四级
1,美景,měijǐng,名,1502,四级
1,美丽,měilì,形,1503,四级
1,美食,měishí,名,1504,四级
1,梦,mèng,名、动,1505,四级
1,梦想,mèngxiǎng,动、名,1506,四级
1,密码,mìmǎ,名,1507,四级
1,免费,miǎnfèi,动,1508,四级
1,面对,miànduì,动,1509,四级
1,面试,miànshì,动,1510,四级
1,秒,miǎo,量,1511,四级
1,民族,mínzú,名,1512,四级
1,末,mò,名,1513,四级
1,母女,mǔnǚ,名,1514,四级
1,母亲,mǔqīn,名,1515,四级
1,母子,mǔzǐ,名,1516,四级
1,目标,mùbiāo,名,1517,四级
1,目的,mùdì,名,1518,四级
1,目的地,mùdìdì,名,1519,四级
1,目前,mùqián,名,1520,四级
1,耐心,nàixīn,形、名,1521,四级
1,南部,nánbù,名,1522,四级
1,难道,nándào,副,1523,四级
1,男士,nánshì,名,1524,四级
1,难受,nánshòu,形,1525,四级
1,难忘,nánwàng,动,1526,四级
1,男性,nánxìng,名,1527,四级
1,内,nèi,名,1528,四级
1,内容,nèiróng,名,1529,四级
1,内心,nèixīn,名,1530,四级
1,能否,néng fǒu,,1531,四级
1,能够,nénggòu,动,1532,四级
1,能力,nénglì,名,1533,四级
1,嗯,ǹg,叹,1534,四级
1,年底,niándǐ,名,1535,四级
1,年龄,niánlíng,名,1536,四级
1,农村,nóngcūn,名,1537,四级
1,弄,nòng,动,1538,四级
1,女性,nǚxìng,名,1539,四级
1,暖和,nuǎnhuo,形、动,1540,四级
1,偶尔,ǒu’ěr,副、形,1541,四级
1,拍,pāi,动、名,1542,四级
1,排,pái,动、名、量,1543,四级
1,牌,pái,名,1544,四级
1,排队,páiduì,动,1545,四级
1,排球,páiqiú,名,1546,四级
1,牌子,páizi,名,1547,四级
1,判断,pànduàn,动,1548,四级
1,陪,péi,动,1549,四级
1,批评,pīpíng,动,1550,四级
1,皮肤,pífū,名,1551,四级
1,脾气,píqi,名,1552,四级
1,皮鞋,píxié,名,1553,四级
1,篇,piān,名、量,1554,四级
1,片,piàn,名、量,1555,四级
1,乒乓球,pīngpāngqiú,名,1556,四级
1,平常,píngcháng,形、名,1557,四级
1,破,pò,动、形,1558,四级
1,葡萄,pútao,名,1559,四级
1,葡萄酒,pútaojiǔ,名,1560,四级
1,普遍,pǔbiàn,形,1561,四级
1,普通,pǔtōng,形,1562,四级
1,普通话,pǔtōnghuà,名,1563,四级
1,期,qī,量,1564,四级
1,期末,qīmò,名,1565,四级
1,期中,qīzhōng,名,1566,四级
1,其次,qícì,代,1567,四级
1,其中,qízhōng,名,1568,四级
1,起到,qǐdào,动,1569,四级
1,气,qì,名、动,1570,四级
1,气候,qìhòu,名,1571,四级
1,汽水,qìshuǐ,名,1572,四级
1,气温,qìwēn,名,1573,四级
1,千克,qiānkè,量,1574,四级
1,千万,qiānwàn,副,1575,四级
1,签证,qiānzhèng,动、名,1576,四级
1,前方,qiánfāng,名,1577,四级
1,前后,qiánhòu,名,1578,四级
1,强,qiáng,形,1579,四级
1,敲,qiāo,动,1580,四级
1,桥,qiáo,名,1581,四级
1,巧,qiǎo,形,1582,四级
1,巧克力,qiǎokèlì,名,1583,四级
1,亲戚,qīnqi,名,1584,四级
1,琴,qín,名,1585,四级
1,轻,qīng,形,1586,四级
1,青年,qīngnián,名,1587,四级
1,轻松,qīngsōng,形,1588,四级
1,情况,qíngkuàng,名,1589,四级
1,庆祝,qìngzhù,动,1590,四级
1,球队,qiúduì,名,1591,四级
1,球迷,qiúmí,名,1592,四级
1,区,qū,名,1593,四级
1,区别,qūbié,动、名,1594,四级
1,取,qǔ,动,1595,四级
1,取得,qǔdé,动,1596,四级
1,取消,qǔxiāo,动,1597,四级
1,全,quán,形、副,1598,四级
1,全部,quánbù,名,1599,四级
1,全都,quándōu,副,1600,四级
1,全球,quánqiú,名,1601,四级
1,全身,quánshēn,名,1602,四级
1,缺,quē,动,1603,四级
1,缺点,quēdiǎn,名,1604,四级
1,缺少,quēshǎo,动,1605,四级
1,却,què,副,1606,四级
1,确实,quèshí,副,1607,四级
1,然而,rán’ér,连,1608,四级
1,热闹,rènao,形、动、名,1609,四级
1,人生,rénshēng,名,1610,四级
1,人数,rénshù,名,1611,四级
1,人员,rényuán,名,1612,四级
1,任何,rènhé,代,1613,四级
1,任务,rènwu,名,1614,四级
1,扔,rēng,动,1615,四级
1,仍,réng,副,1616,四级
1,仍然,réngrán,副,1617,四级
1,日常,rìcháng,形,1618,四级
1,日记,rìjì,名,1619,四级
1,日期,rìqī,名,1620,四级
1,日子,rìzi,名,1621,四级
1,入,rù,动,1622,四级
1,入口,rùkǒu,名,1623,四级
1,入学,rùxué,动,1624,四级
1,入住,rùzhù,动,1625,四级
1,散步,sànbù,动,1626,四级
1,扫码,sǎomǎ,动,1627,四级
1,森林,sēnlín,名,1628,四级
1,商量,shāngliang,动,1629,四级
1,商品,shāngpǐn,名,1630,四级
1,伤心,shāngxīn,形,1631,四级
1,上门,shàngmén,动,1632,四级
1,稍,shāo,副,1633,四级
1,稍微,shāowēi,副,1634,四级
1,少见,shǎojiàn,形,1635,四级
1,少量,shǎoliàng,形,1636,四级
1,少数,shǎoshù,名,1637,四级
1,少年,shàonián,名,1638,四级
1,社会,shèhuì,名,1639,四级
1,摄氏度,shèshìdù,量,1640,四级
1,身,shēn,名、量,1641,四级
1,深,shēn,形、（副）,1642,四级（五级）
1,身份证,shēnfènzhèng,名,1643,四级
1,申请,shēnqǐng,动,1644,四级
1,甚至,shènzhì,连,1645,四级
1,生1,shēng,动,1646,四级
1,生2,shēng,形、（副）,1647,四级（七-九级）
1,生命,shēngmìng,名,1648,四级
1,生意,shēngyi,名,1649,四级
1,省1,shěng,名,1650,四级
1,剩,shèng,动,1651,四级
1,失败,shībài,动、形,1652,四级
1,师傅,shīfu,名,1653,四级
1,失去,shīqù,动,1654,四级
1,师生,shīshēng,名,1655,四级
1,失望,shīwàng,动、形,1656,四级
1,十分,shífēn,副,1657,四级
1,实际,shíjì,名、形,1658,四级
1,时间表,shíjiānbiǎo,名,1659,四级
1,实际上,shíjìshàng,副,1660,四级
1,食品,shípǐn,名,1661,四级
1,食堂,shítáng,名,1662,四级
1,食物,shíwù,名,1663,四级
1,实在,shízài,形、副,1664,四级
1,十字路口,shízì lùkǒu,,1665,四级
1,使,shǐ,动,1666,四级
1,使馆,shǐguǎn,名,1667,四级
1,使用,shǐyòng,动,1668,四级
1,市场,shìchǎng,名,1669,四级
1,是否,shìfǒu,副,1670,四级
1,适合,shìhé,动,1671,四级
1,世纪,shìjì,名,1672,四级
1,视频,shìpín,名,1673,四级
1,市区,shìqū,名,1674,四级
1,试题,shìtí,名,1675,四级
1,适应,shìyìng,动,1676,四级
1,收费,shōufèi,动,1677,四级
1,收入,shōurù,动、名,1678,四级
1,收拾,shōushi,动,1679,四级
1,收听,shōutīng,动,1680,四级
1,首,shǒu,量,1681,四级
1,首都,shǒudū,名,1682,四级
1,首先,shǒuxiān,副、代,1683,四级
1,受不了,shòubuliǎo,动,1684,四级
1,售票员,shòupiàoyuán,名,1685,四级
1,受伤,shòushāng,动,1686,四级
1,输,shū,动,1687,四级
1,熟,shú/shóu,形,1688,四级
1,熟悉,shúxi,动,1689,四级
1,暑假,shǔjià,名,1690,四级
1,数,shù,名、数,1691,四级
1,数量,shùliàng,名,1692,四级
1,树林,shùlín,名,1693,四级
1,数字,shùzì,名,1694,四级
1,帅,shuài,形,1695,四级
1,顺便,shùnbiàn,副,1696,四级
1,顺利,shùnlì,形,1697,四级
1,顺序,shùnxù,名,1698,四级
1,说法,shuōfǎ,名,1699,四级
1,说明,shuōmíng,动、名,1700,四级
1,说明书,shuōmíngshū,名,1701,四级
1,硕士,shuòshì,名,1702,四级
1,死,sǐ,动、形、（副）,1703,四级（五级）
1,速度,sùdù,名,1704,四级
1,塑料,sùliào,名,1705,四级
1,酸,suān,形,1706,四级
1,酸奶,suānnǎi,名,1707,四级
1,算,suàn,动、副,1708,四级
1,随便,suíbiàn,动、形、连,1709,四级
1,随着,suízhe,介,1710,四级
1,孙女,sūnnǚ,名,1711,四级
1,孙子,sūnzi,名,1712,四级
1,所有,suǒyǒu,形、（动、名）,1713,四级（五级）
1,台,tái,量、（名）,1714,四级（五级）
1,抬,tái,动,1715,四级
1,抬头,táitóu,动,1716,四级
1,态度,tàidù,名,1717,四级
1,弹,tán,动,1718,四级
1,谈,tán,动,1719,四级
1,汤,tāng,名,1720,四级
1,躺,tǎng,动,1721,四级
1,趟,tàng,量,1722,四级
1,讨论,tǎolùn,动,1723,四级
1,讨厌,tǎoyàn,形、动,1724,四级
1,特点,tèdiǎn,名,1725,四级
1,提,tí,动,1726,四级
1,提出,tíchū,动,1727,四级
1,提到,tídào,动,1728,四级
1,提供,tígōng,动,1729,四级
1,提前,tíqián,动,1730,四级
1,提醒,tíxǐng,动,1731,四级
1,体检,tǐjiǎn,动,1732,四级
1,体温,tǐwēn,名,1733,四级
1,体重,tǐzhòng,名,1734,四级
1,填写,tiánxiě,动,1735,四级
1,条件,tiáojiàn,名,1736,四级
1,听力,tīnglì,名,1737,四级
1,听众,tīngzhòng,名,1738,四级
1,停,tíng,动,1739,四级
1,停车,tíngchē,动,1740,四级
1,停车场,tíngchēchǎng,名,1741,四级
1,停止,tíngzhǐ,动,1742,四级
1,通,tōng,动、形、（量）,1743,四级（七-九级）
1,通过,tōngguò,动、介,1744,四级
1,通知,tōngzhī,动、名,1745,四级
1,童年,tóngnián,名,1746,四级
1,同时,tóngshí,名、连,1747,四级
1,同样,tóngyàng,形,1748,四级
1,桶,tǒng,名,1749,四级
1,痛,tòng,形、（副）,1750,四级（七-九级）
1,头痛,tóutòng,形,1751,四级
1,图,tú,名、（动）,1752,四级（七-九级）
1,图片,túpiàn,名,1753,四级
1,土,tǔ,名、（形）,1754,四级（六级）
1,推,tuī,动,1755,四级
1,推迟,tuīchí,动,1756,四级
1,推出,tuīchū,动,1757,四级
1,脱,tuō,动,1758,四级
1,袜子,wàzi,名,1759,四级
1,外出,wàichū,动,1760,四级
1,外套,wàitào,名,1761,四级
1,完全,wánquán,形、副,1762,四级
1,晚安,wǎn’ān,动,1763,四级
1,晚餐,wǎncān,名,1764,四级
1,网购,wǎnggòu,动,1765,四级
1,往往,wǎngwǎng,副,1766,四级
1,网页,wǎngyè,名,1767,四级
1,网友,wǎngyǒu,名,1768,四级
1,网址,wǎngzhǐ,名,1769,四级
1,危险,wēixiǎn,形、名,1770,四级
1,为1,wéi,动,1771,四级
1,味,wèi,名,1772,四级
1,味道,wèidào,名,1773,四级
1,卫生,wèishēng,形、名,1774,四级
1,温度,wēndù,名,1775,四级
1,闻,wén,动,1776,四级
1,文件,wénjiàn,名,1777,四级
1,文章,wénzhāng,名,1778,四级
1,文字,wénzì,名,1779,四级
1,污染,wūrǎn,动,1780,四级
1,无,wú,动,1781,四级
1,无法,wúfǎ,动,1782,四级
1,无聊,wúliáo,形,1783,四级
1,无论,wúlùn,连,1784,四级
1,午餐,wǔcān,名,1785,四级
1,误会,wùhuì,动、名,1786,四级
1,吸,xī,动,1787,四级
1,西部,xībù,名,1788,四级
1,西红柿,xīhóngshì,名,1789,四级
1,吸引,xīyǐn,动,1790,四级
1,细,xì,形,1791,四级
1,细心,xìxīn,形,1792,四级
1,下降,xiàjiàng,动,1793,四级
1,鲜,xiān,形,1794,四级
1,鲜花,xiānhuā,名,1795,四级
1,咸,xián,形,1796,四级
1,现金,xiànjīn,名,1797,四级
1,羡慕,xiànmù,动,1798,四级
1,线上,xiànshàng,名,1799,四级
1,线下,xiànxià,名,1800,四级
1,现有,xiànyǒu,动、形,1801,四级
1,香,xiāng,形,1802,四级
1,相比,xiāngbǐ,动,1803,四级
1,相反,xiāngfǎn,形、连,1804,四级
1,相互,xiānghù,副,1805,四级
1,相同,xiāngtóng,形,1806,四级
1,详细,xiángxì,形,1807,四级
1,响,xiǎng,动、形,1808,四级
1,想法,xiǎngfǎ,名,1809,四级
1,项,xiàng,量,1810,四级
1,消息,xiāoxi,名,1811,四级
1,小吃,xiǎochī,名,1812,四级
1,小伙子,xiǎohuǒzi,名,1813,四级
1,小说,xiǎoshuō,名,1814,四级
1,小组,xiǎozǔ,名,1815,四级
1,效果,xiàoguǒ,名,1816,四级
1,笑话,xiàohua,名、动,1817,四级
1,血,xiě,名,1818,四级
1,心,xīn,名,1819,四级
1,辛苦,xīnkǔ,形、动,1820,四级
1,心情,xīnqíng,名,1821,四级
1,信号,xìnhào,名,1822,四级
1,信息,xìnxī,名,1823,四级
1,信心,xìnxīn,名,1824,四级
1,兴奋,xīngfèn,形、动,1825,四级
1,星星,xīngxing,名,1826,四级
1,醒,xǐng,动,1827,四级
1,性,xìng,后缀,1828,四级
1,性别,xìngbié,名,1829,四级
1,幸福,xìngfú,名、形,1830,四级
1,性格,xìnggé,名,1831,四级
1,兄弟,xiōngdì,名,1832,四级
1,熊,xióng,名,1833,四级
1,修,xiū,动,1834,四级
1,修理,xiūlǐ,动,1835,四级
1,许多,xǔduō,数,1836,四级
1,学费,xuéfèi,名,1837,四级
1,学院,xuéyuàn,名,1838,四级
1,压,yā,动,1839,四级
1,压力,yālì,名,1840,四级
1,牙膏,yágāo,名,1841,四级
1,亚洲,Yàzhōu,名,1842,四级
1,烟,yān,名,1843,四级
1,盐,yán,名,1844,四级
1,严格,yángé,形、动,1845,四级
1,研究,yánjiū,动,1846,四级
1,研究生,yánjiūshēng,名,1847,四级
1,严重,yánzhòng,形,1848,四级
1,演,yǎn,动,1849,四级
1,演唱,yǎnchàng,动,1850,四级
1,演出,yǎnchū,动,1851,四级
1,眼镜,yǎnjìng,名,1852,四级
1,眼前,yǎnqián,名,1853,四级
1,演员,yǎnyuán,名,1854,四级
1,阳光,yángguāng,名,1855,四级
1,养成,yǎngchéng,动,1856,四级
1,样子,yàngzi,名,1857,四级
1,邀请,yāoqǐng,动,1858,四级
1,要是,yàoshi,连,1859,四级
1,钥匙,yàoshi,名,1860,四级
1,也许,yěxǔ,副,1861,四级
1,夜,yè,名、量,1862,四级
1,夜晚,yèwǎn,名,1863,四级
1,叶子,yèzi,名,1864,四级
1,一切,yíqiè,代,1865,四级
1,已,yǐ,副,1866,四级
1,以内,yǐnèi,名,1867,四级
1,意见,yìjiàn,名,1868,四级
1,一生,yìshēng,名,1869,四级
1,艺术,yìshù,名,1870,四级
1,因此,yīncǐ,连,1871,四级
1,引起,yǐnqǐ,动,1872,四级
1,印象,yìnxiàng,名,1873,四级
1,赢,yíng,动,1874,四级
1,赢得,yíngdé,动,1875,四级
1,应聘,yìngpìn,动,1876,四级
1,勇敢,yǒnggǎn,形,1877,四级
1,永远,yǒngyuǎn,副、名,1878,四级
1,用来,yònglái,动,1879,四级
1,用于,yòngyú,动,1880,四级
1,优点,yōudiǎn,名,1881,四级
1,幽默,yōumò,形,1882,四级
1,优秀,yōuxiù,形,1883,四级
1,由,yóu,介,1884,四级
1,油,yóu,名,1885,四级
1,尤其,yóuqí,副,1886,四级
1,游玩,yóuwán,动,1887,四级
1,由于,yóuyú,介、连,1888,四级
1,友好,yǒuhǎo,形,1889,四级
1,友情,yǒuqíng,名,1890,四级
1,有趣,yǒuqù,形,1891,四级
1,有效,yǒuxiào,动,1892,四级
1,友谊,yǒuyì,名,1893,四级
1,有着,yǒuzhe,动,1894,四级
1,愉快,yúkuài,形,1895,四级
1,于是,yúshì,连,1896,四级
1,与,yǔ,介、连,1897,四级
1,语法,yǔfǎ,名,1898,四级
1,预习,yùxí,动,1899,四级
1,原来,yuánlái,名、形、副,1900,四级
1,原谅,yuánliàng,动,1901,四级
1,原因,yuányīn,名,1902,四级
1,远离,yuǎnlí,动,1903,四级
1,院长,yuànzhǎng,名,1904,四级
1,院子,yuànzi,名,1905,四级
1,约,yuē,动、副,1906,四级
1,约会,yuēhuì,动、名,1907,四级
1,月饼,yuèbing,名,1908,四级
1,阅读,yuèdú,动,1909,四级
1,月份,yuèfèn,名,1910,四级
1,云,yún,名,1911,四级
1,允许,yǔnxǔ,动,1912,四级
1,杂志,zázhì,名,1913,四级
1,再次,zàicì,副,1914,四级
1,再说,zàishuō,动、连,1915,四级
1,暂时,zànshí,形,1916,四级
1,暂停,zàntíng,动,1917,四级
1,早餐,zǎocān,名,1918,四级
1,早晨,zǎochen,名,1919,四级
1,责任,zérèn,名,1920,四级
1,增加,zēngjiā,动,1921,四级
1,增长,zēngzhǎng,动,1922,四级
1,招聘,zhāopìn,动,1923,四级
1,着,zháo,动,1924,四级
1,着火,zháohuǒ,动,1925,四级
1,者,zhě,助,1926,四级
1,真正,zhēnzhèng,形、副,1927,四级
1,整,zhěng,形,1928,四级
1,整个,zhěnggè,形,1929,四级
1,整理,zhěnglǐ,动,1930,四级
1,证,zhèng,名,1931,四级
1,正常,zhèngcháng,形,1932,四级
1,正好,zhènghǎo,形、副,1933,四级
1,证件,zhèngjiàn,名,1934,四级
1,证明,zhèngmíng,动、名,1935,四级
1,正确,zhèngquè,形,1936,四级
1,正式,zhèngshì,形,1937,四级
1,之1,zhī,助,1938,四级
1,支持,zhīchí,动,1939,四级
1,支付,zhīfù,动,1940,四级
1,之后,zhīhòu,名,1941,四级
1,之间,zhījiān,名,1942,四级
1,之前,zhīqián,名,1943,四级
1,知识,zhīshi,名,1944,四级
1,之中,zhīzhōng,名,1945,四级
1,值,zhí,动、形,1946,四级
1,值得,zhídé,动,1947,四级
1,直接,zhíjiē,形,1948,四级
1,植物,zhíwù,名,1949,四级
1,职业,zhíyè,名,1950,四级
1,指,zhǐ,动,1951,四级
1,指出,zhǐchū,动,1952,四级
1,只好,zhǐhǎo,副,1953,四级
1,纸巾,zhǐjīn,名,1954,四级
1,质量,zhìliàng,名,1955,四级
1,至少,zhìshǎo,副,1956,四级
1,中餐,zhōngcān,名,1957,四级
1,中年,zhōngnián,名,1958,四级
1,种,zhòng,动,1959,四级
1,重,zhòng,名、形,1960,四级
1,重点,zhòngdiǎn,名、副,1961,四级
1,重视,zhòngshì,动,1962,四级
1,周围,zhōuwéi,名,1963,四级
1,主意,zhǔyi,名,1964,四级
1,祝,zhù,动,1965,四级
1,祝贺,zhùhè,动,1966,四级
1,著名,zhùmíng,形,1967,四级
1,专门,zhuānmén,副、形,1968,四级
1,专业,zhuānyè,名、形,1969,四级
1,转,zhuǎn,动,1970,四级
1,转发,zhuǎnfā,动,1971,四级
1,转机1,zhuǎnjī,动,1972,四级
1,赚,zhuàn,动,1973,四级
1,装,zhuāng,动,1974,四级
1,准,zhǔn,形、（副）,1975,四级（五级）
1,准确,zhǔnquè,形,1976,四级
1,准时,zhǔnshí,形,1977,四级
1,资料,zīliào,名,1978,四级
1,仔细,zǐxì,形,1979,四级
1,自,zì,介,1980,四级
1,自然,zìrán,名、形、副,1981,四级
1,自习,zìxí,动,1982,四级
1,自信,zìxìn,动、名、形,1983,四级
1,自学,zìxué,动,1984,四级
1,总结,zǒngjié,动、名,1985,四级
1,租,zū,动,1986,四级
1,组,zǔ,名、（动、量）,1987,四级（五级）
1,最终,zuìzhōng,名,1988,四级
1,尊重,zūnzhòng,动、形,1989,四级
1,左右,zuǒyòu,名、（动）,1990,四级（七-九级）
1,座,zuò,名、量,1991,四级
1,做法,zuòfǎ,名,1992,四级
1,作家,zuòjiā,名,1993,四级
1,做梦,zuòmèng,动,1994,四级
1,作品,zuòpǐn,名,1995,四级
1,作为1,zuòwéi,动、介,1996,四级
1,座位,zuòwèi,名,1997,四级
1,作文,zuòwén,动、名,1998,四级
1,作用,zuòyòng,名、（动）,1999,四级（六级）
1,作者,zuòzhě,名,2000,四级
1,哎,āi,叹,2001,五级
1,哎呀,āiyā,叹,2002,五级
1,唉,ài,叹,2003,五级
1,爱护,àihù,动,2004,五级
1,安,ān,形、动,2005,五级
1,安全带,ānquándài,名,2006,五级
1,安慰,ānwèi,动、形,2007,五级
1,安装,ānzhuāng,动,2008,五级
1,暗,àn,形,2009,五级
1,熬夜,áoyè,动,2010,五级
1,把握,bǎwò,动、名,2011,五级
1,白,bái,形、副,2012,五级
1,半夜,bànyè,数量、名,2013,五级
1,傍晚,bàngwǎn,名,2014,五级
1,包裹,bāoguǒ,动、名,2015,五级
1,包含,bāohán,动,2016,五级
1,包括,bāokuò,动,2017,五级
1,包装,bāozhuāng,动、名,2018,五级
1,薄,báo,形,2019,五级
1,宝,bǎo,名,2020,五级
1,保,bǎo,动、名,2021,五级
1,保安,bǎo’ān,动、名,2022,五级
1,宝贝,bǎobèi,名,2023,五级
1,保持,bǎochí,动,2024,五级
1,保存,bǎocún,动,2025,五级
1,宝贵,bǎoguì,形,2026,五级
1,保留,bǎoliú,动,2027,五级
1,保险,bǎoxiǎn,名、形,2028,五级
1,保质期,bǎozhìqī,名,2029,五级
1,报到,bàodào,动,2030,五级
1,报道,bàodào,动、名,2031,五级
1,报告,bàogào,动、名,2032,五级
1,报警,bàojǐng,动,2033,五级
1,暴雨,bàoyǔ,名,2034,五级
1,抱怨,bàoyuàn,动,2035,五级
1,背,bèi,名、动、形,2036,五级
1,背后,bèihòu,名,2037,五级
1,背景,bèijǐng,名,2038,五级
1,被子,bèizi,名,2039,五级
1,本2,běn,副、代,2040,五级
1,本地,běndì,名,2041,五级
1,本领,běnlǐng,名,2042,五级
1,本人,běnrén,代,2043,五级
1,本质,běnzhì,名,2044,五级
1,彼此,bǐcǐ,代,2045,五级
1,比分,bǐfēn,名,2046,五级
1,比例,bǐlì,名,2047,五级
1,比喻,bǐyù,动、名,2048,五级
